,label,lem_stpwrd
10239,0,waste must use right away stopped working after 6 month throw away waste
10240,0,wasteful tried various battery lowered device fail quickly won't use don't like dispose dead battery
10241,0,watch quantity size ordering perform well price fine but not entirely clear automatically switch size choose larger quantity amazon stuck box way wa expecting ana bad amazon bad
10242,0,buy lot battery wa hoping buy lot battery wa hoping way get u long dollar store battery item 2 week others 1 not buy
10243,0,nothing but trouble battery nothing but trouble battery installed multiple product barely lasting time not buying maybe amazon provide u new batch maybe got unlucky
10244,0,weak they're not strong enough power kiss' toy far work remote
10245,0,waste worked 8 hour dead waste
10246,0,happened green silver amazon battery happened green silver amazon battery worked great new one terrible short battery life i've two box 48 thought maybe got bad batch first time result
10247,0,wa amazon thinking mixed bag opinion battery experience terrible amazon never put name poor product
10248,0,not last long battery last 2 3 day remote
10249,0,pomp pomp cheap battery poor performance put two rou remote died within day thing happened remote
10250,0,worse cheapest dollar store battery worst battery ever bought put drawer till needed thrown every single one trying find 3 work
10251,0,worst alkaline battery ever tried save worst battery ever tried poor battery life compared major name brand alkaline
10252,0,worst battery ever don't even want give star worst battery ever lasted 15 minute top do not buy
10253,0,worst battery ever shortest life battery ever waste money
10254,0,worst battery ever worst battery ever after duracell's tireless alarm keypad died after year thought would try amazon battery battery do not last week before die replace spend extra money buy duracell's money long run
10255,0,worst battery ever cheap battery make matter worse amazon sends old dead battery mixed newer one ship least half last final package dead battery worked maybe day amazon wouldn't return money waste time
10256,0,worst battery ever bought worst battery ever bought le one hour after installing remote pour said remote battery low left got four hour use before wouldn't turn receiver a's bought seem fine not sure ana's didn't last put 4 new one remote we'll see do second set four no better first low battery warning after hour use surging dish program guide showed 1 5 vols before installation checked first low battery warning came 8 vols guess got old bad batch nothing but duracell would not recommend battery
10257,0,worst battery ever purchased far worst battery ever purchased previously purchased bulk battery vendor ran previous battery thought would order saw branded amazon thought could not lose wrong example put battery thermostat dead within day normally put battery thermostat year not every day example put battery bluetooth mouse normally battery last month dead within week don't know bad batch but terrible take account before order
10258,0,worst battery i've ever purchased battery worst battery i've ever purchased disbelieve quickly died put 2 small 4 tall portable night light kiss both night light became dim overnight battery replaced after 2 night night light even serve purpose i've since put battery thing around house not impressed i'll stick buying battery costo future
10259,0,worst battery life battery 25 compared brand name went wrong worst ana battery i've ever purchased make worst battery ever purchased i've used half far i'm getting 25 life previously got duracell brand name
10260,0,worst battery we've ever used experience amazon battery bad dont last nearly long duracel energy literally replaced computer mouse battery amazon ana battery 2 day ago already replace everything ha amazon battery constantly not buy
10261,0,worst ever no battery life avoid worst battery ever short life every item used one example but similar device battery operated clock need battery changed every 3 year need change every three month never purchase
10262,0,worst product trash worst product trash wa upset not serve propose bought
10263,0,wrong size awful wrong size awful not worth money
10264,0,zero star dead everyone read 1 star review 5 star review must people reviewing immediately 10 year promise cap 48 36 ana battery dead after 1 year dollar tree battery better pay extra money don't fall amazon broken promise guarantee
10265,0,battery fail short time item like tireless thermometer find battery fail short time item like tireless thermometer wall clock average changing required within month would not purchase
10266,0,going happen charge not satisfied 3 explored damage charge bought going happen charge not satisfied battery
10267,0,1 4 capacity battery battery horrible depend battery many tireless microphone found brand name battery last month per usage switched amazon basis try subscription preferred brand wa no longer available found usage battery last week that's 1 4 capacity
10268,0,ana battery don't last long
10269,0,amazon failed battery worst battery ever thought would no appreciable difference between duracell wa wrong mouse wa sluggish would sometimes stop working battery replacing another set battery not help husband thought computer virus problem solved duracell not purchasing battery amazon fail
10270,0,approximately half battery i've tried far approximately half battery i've tried far dead low expectation remainder lot never buy
10271,0,awful lifespan died after 5 us coffee brother wand won't buy
10272,0,bad battery short life bad battery short life returned first order assuming got bad batch despite expiration date year away started using replacement order late may already replace battery love amazon basis product amazon service but product big first negative review i've ever written product amazon
10273,0,bad experience battery wrong item
10274,0,bad lot battery battery bad device last short time
10275,0,bad quality many battery no good
10276,0,bah wish didn't buy amazon doe lot thing well but battery no not much do not work moment lay extra name brand
10277,0,barely day before changed state battery last but use remote ended buying energy day later do not last changed battery twice day got mail triple no better
10278,0,barely battery terrible changed battery tireless keyboard yesterday already dead put another set low lowered christmas light dead hour another identical christmas light set lowered energy battery still going after many many day running unfortunately bought 48 pack won't make mistake
10279,0,battery don't last long not good value battery disappointing use holiday decoration item used go week not requiring battery every couple day
10280,0,battery fail after short time extremely short shelf life usage life would never buy amazon battery
10281,0,battery deterioration unused battery stored ac room show sign deterioration within six month purchase poor battery performance
10282,0,beware exploding battery went use first time exploded remote put literally loud pop black liquid wa leaking remote hand needle say scared death
10283,0,bought sister day care said bought sister day care said half not work dead received
10284,0,buy brand name not good don't last week
10285,0,cap battery cap last day box controller energy last month don't waste money
10286,0,happy battery worst battery ever bought two day remote replaced 2 day later dead disappointed amazon selling
10287,0,dead after 3 day put 3 day ago already dead going name brand next time
10288,0,dead arrival worst battery ever come across discovered today battery wa sent dead put 8 battery device 3 week ago battery already dead energy lasted year half device put 4 others another device lasted 1 month energy lasted 2 year device both device operated condition tried putting new amazon battery device device didn't work tried putting another set problem placed energy battery device work essentially bought 12 working battery lasted le month device used manner would last six long never purchasing amazon battery would return dead but outside 30 day return window
10289,0,died 2 day le suck run literally day used several set ac thermostat battery lowered thermostat died every day using amazon brand battery using duracell energy last least never buy amazon battery get pay
10290,0,died soon last time battery go dead soon one purchased harbor freight change battery coast remote every 2 week digital camera without flash after 20 shot
10291,0,disappointed doe not turn well returning
10292,0,disappointed don't bother a's bought got remote last third long everready battery
10293,0,disappointed worked one day stopped working can't tell deterred cat went walked but didn't register cat jumped counter would not recommend
10294,0,disappointing disappointed purchase purchased dad delivered october 2015 visiting opened brand new package inserted 4 run blood pressure cuff machine worked but battery indicator showed low switched battery brand new amazon battery reading switched another set name brand battery battery indicator showed high full wa home would used battery peter no 10 year shelf life not even 10 month shelf life amazon usually one biggest fan but not time
10295,0,do do replace battery disappointment threw away
10296,0,do got bad batch 4 arrived dead would sent back but missed window
10297,0,don't last long maybe voltage low something don't know but thing don't last long maybe don't know anything battery certain number looking determine life span ended going quickly could probably buy expensive one get life rather keeping purchasing
10298,0,don't last battery don't last half long rayovacs usually get
10299,0,don't put emergency device disappointed handed microsoft tireless game controller last 1 week duracell energy last 3 4 week amazon need select higher quality branded battery sell amazon prime amazon could dominate market simply selling close price 5 longer lasting battery duracell don't put emergency device like smoke detector emergency flashlight radius
10300,0,don't waste money barely power handed milk brother week awful bought specifically small milk brother battery barely power thing used whatever name brand brother before ran full blast but amazon battery get like medium speed doesn't even last 1 2 long never buy amazon battery
10301,0,don't waste moneykeep looking elsewhere difficult turn not sticky enough kept falling complete waste money could get sticking lighting effect wa nice however quality product wa zero
10302,0,dont use child toy worst battery ever came across don't use children's toy lead battery acid daughter mobile battery lasted 4 day battery last month replaced morning found leaned battery acid
10303,0,dont waste money dont work last short time bought c iv battery april ana seemed fine but went replace 4 back dead tried th pack worked no longer buying battery amazon not count didn't work hope iv work fire alarm not long lasting don't worked c battery lasted 12 amazon battery horrible
10304,0,false advertising advertisement promise 4 channel boat not one channel consequently kiss can't play simultaneously one boat wa reason bought several simple false advertising main reason bought model others wa wa promised multiple channel
10305,0,get short bad battery not long lasting
10306,0,horrible battery absolute garage noteven 1 4 battery regular energy dy quick tested compared month sorry not worth money price except maybe free
10307,0,figured amazon wouldn't put name poor product used 12 battery purchased battery price backing amazon figured amazon wouldn't put name poor product used 12 battery application 12 failed within day battery lasted month i'll stay away product fork buck battery main stream manufacturer
10308,0,never problem amazon brand battery never problem amazon brand battery before time around use battery operated candle normally 3 ana battery last candle couple week time replaced battery 2 day ago battery 3 separate candle three candle do not work le 24 hour later not sure batch wa defective not but won't risk spending money buying not work
10309,0,love but battery terrible sorry amazon love but battery terrible don't last long ordered before realized peter short order failed every application requiring battery unfortunately made indonesia wasn't putting china slot immediately but no choice do application referred tooth brush remote control motion light etc purchased ana no difference performance enjoyed idea stocked quantity but quantity doesn't replace quality won't ordering battery but shopping superior product j mac
10310,0,must received bad batch large ty 6 8 high hope surprised high rating must received bad batch large ty 6 8 month after purchase using battery no good figured wore since not use disappointed good 20 trash real summer
10311,0,purchased battery nest smoke detector purchased battery nest smoke detector battery came nest lasted couple year expected similar performance amazon a's le 2 month after purchase nest indicated replaced product not amazon's expected standard give miss
10312,0,wa disappointed battery expired dead arrived house wa disappointed
10313,0,awful maybe received defective batch but bad no longevity used within 2 week whereas branded one last 2 month not purchase regardless lower cost
10314,0,leak neck seriounited state america issue battery put amazon first remote kept draining battery within minute quit working gave thinking bad remote day later opened case battery leaned compartment tying keyboard several battery sitting next keyboard heard hiss felt jet air hit right hand started coughing choking whatever neck wa came battery i'm throwing away never trust brand
10315,0,like quarter use typical battery ordered thinking rechargeable recognize error part but not complaint received used wa not surprised died quickly upon attempting charge figured aren't rechargeable big due part i'm seriously surprised i'm getting hour use like quarter use typical battery offer horribly disappointed go back name brand battery sure
10316,0,never save money buy name brand bathroom light us 3 ana battery typically get 6 month regular battery get roughly week sure cheaper but buy x often worst amazon purchase thus far
10317,0,no good wanted solar battery
10318,0,hope not 3 4 package bud lasted 15 minute get go trouble return shop amazon save time defeat purpose
10319,0,not cool amazon battery leaned mouse killed not cool amazon
10320,0,not suitable toy drained within couple not suitable toy drained within couple day
10321,0,not worth battery didn't last long anything used clock toy flashlight would not buy
10322,0,one star dead
10323,0,one star clot battery dead weak
10324,0,one star bad quality many battery blank not charged lasted week
10325,0,one star battery awful might get 1 4 life battery give used not buying amazon battery
10326,0,one star battery didn even last one month disappointed
10327,0,one star battery used primarily remote battery last 1 month
10328,0,one star brutal dont last long
10329,0,one star dangerous
10330,0,one star don't last long replace battery clock almost every 2 month
10331,0,one star half battery received dead no replace option
10332,0,one star horrible battery far every battery used hasn't worked
10333,0,one star wa missing pack 4 battery opened box today not impressed
10334,0,one star i'm truly disappointed battery
10335,0,one star never don't last especially short life cold weather
10336,0,one star no good worthless no use
10337,0,one star poor quality
10338,0,one star terrible battery life
10339,0,one star package wa open missing two battery
10340,0,one star battery awful no power die fast
10341,0,one star battery do not last long quite leaking
10342,0,one star battery don't last long not worth money
10343,0,one star terrible
10344,0,one star used 2 inst bulb light purchased also last week crazy
10345,0,one star utterly worthless no staying power
10346,0,one star worst battery i've ever used last 1 3 long everyday
10347,0,one star wrong item
10348,0,paid 20 got 18 2 battery missing pack annoying enough write bad review not annoying enough do anything else
10349,0,poor performance battery seem short life
10350,0,poor quality multiple battery leaned ruining one toy causing mass item poor quality
10351,0,pretty annoying mine 6 month 2 won't last mare week remote pretty annoying
10352,0,really disappointed long last last 5 rou remote using headphone really disappointed long last
10353,0,received dead battery both pack useless confirmed low charge multimeter
10354,0,second purchase amazon battery product second purchase amazon battery product disappointing first battery don't last long quickly leak battery acid installed le 1 year already leaking two separate device stored different condition never buy amazon battery definitely not worth dollar saved
10355,0,shod asia product asia product infamous low quality failure harmful nature battery produced indonesia live reality ten battery finally found four enough juice power piece equipment purchased know made asia would never purchased begin
10356,0,short life battery battery last week wall clock name band last six month don't waste money
10357,0,short life avoid extremely disappointed battery put game camera dead after two week lasted two three month thing everything used battery don't waste money buy duracell instead
10358,0,short life bought several month ago use box one controller using duracell battery get roughly 20 hour 2 amazon one after 6 7 hour start getting low battery notice unlike duracell get warning get one shortly before losing power stick name band tried genetic one regret
10359,0,shortest lasting battery i've ever used don't know got bad batch but i'm getting le two week's use use baldwin sexless deadbolt http www amazon com baldwin 8252 act cylinder electronic deadbolt b00441ucy0 take 4 battery duracell alkaline usually last 2 3 month i'm pretty appalled short i'm san francisco doesn't get cold don't think that's problem i've tested battery tested http www amazon com b005g7sby4 indicates good green yet won't drive deadbolt took weakened battery deadbolt still show green put headlamp http www amazon com felix hl23 headlamp go felix hl23 go gold b00sh08uxy give 20 minute before completely die
10360,0,angry 2 year old angry 2 year old broken new toy battery cannot trust put new battery toy stopped working couple day later opened find battery leaned also ruining toy edit amazon ha made since replaced battery
10361,0,stay away leaking acid issue multiple cell update 4 30 16 i've trying use last battery two found leaking acid since previous review didn't want throw but point isn't worth mess damage device original review bought two pack subscribe save last couple month play laser tag gun require 6 battery thought would good source cheap battery 8 gun put week ago after battery sitting shelf couple month played game put gun next time played 3 day later noticed oily liquid running one gun battery wa leaking acid run battery compartment wa outside get happens battery well but that's usually after sitting device month not day would not trust anything expensive take immediately after use won't buy sorry no pick wa busy cleaning mess
10362,0,stay far far away battery battery horrible purchased 36 pack ana's month ago started using last week far 5 battery used 2 do 2 lasted 4 day 1 got hot plastic around end burnt
10363,0,stick name brand worst battery i've ever bought last two week remote control
10364,0,super short life bought battery use medical holder monitor typically put battery 24 48 hour monitor after one use need replace battery battery not even last 24 hour patient wasted time testing wa wasted wa embarrassing make patient schedule test due equipment failure cost business money never buy
10365,0,terrible product battery either do not life left die after one use terrible product
10366,0,terrible quality not strong enough work remote smart not sure use since last two week remote
10367,0,terrible avoid can't believe amazon's name piece dung short life i've migrated eneloop rechargeables ana well big saber lot doodad
10368,0,bad battery get do not use cadet including remote control keyboard especially camera
10369,0,battery awful usually use duracell battery awful usually use duracell small christmas light string last 2 5 3 week constantly lasted 4 day use read review stated but wasn't put normal light string saw difference not order
10370,0,r worst battery ever r worst battery ever amazon stop selling last couple week clock everyone i've used send back
10371,0,don't last long little capacity last 25 long compared main stream battery
10372,0,total waste money hardly last long stick match total waste money
10373,0,useless battery do not buy product i've received product replace battery remote control candle three candle not work wa ready discard candle decided try different battery soon put different battery another company candle worked fine tried find place write seller but couldn't apparently i'm stuck price battery useless
10374,0,disappointed not sure won't charge correctly second time happened amazon going back brand name
10375,0,disappointed opened package 17 battery not 20 ordered paid
10376,0,wa disappointed replacement face battery used battery blameless candle x hour total summer died won't purchase amazon reconsider selling turkey wa disappointed replacement face batterieswith real one
10377,0,waste money awful almost gone whole box find battery two actually work
10378,0,waste money go half box find four battery work pay little quality battery work
10379,0,wa amazon thinking mixed bag opinion battery experience terrible amazon never put name poor product
10380,0,wont charge tried charging right box say bad i'll rechargeables elsewhere
10381,0,worst alkaline battery ever tried save worst battery ever tried poor battery life compared major name brand alkaline
10382,0,worst battery ever worst battery ever after duracell's tireless alarm keypad died after year thought would try amazon battery battery do not last week before die replace spend extra money buy duracell's money long run
10383,0,worst battery ever worst battery ever use remote switch every couple week do not buy
10384,0,worst battery ever cheap battery make matter worse amazon sends old dead battery mixed newer one ship least half last final package dead battery worked maybe day amazon wouldn't return money waste time
10385,0,worst battery ever bought worst battery ever bought le one hour after installing remote pour said remote battery low left got four hour use before wouldn't turn receiver a's bought seem fine not sure ana's didn't last put 4 new one remote we'll see do second set four no better first low battery warning after hour use surging dish program guide showed 1 5 vols before installation checked first low battery warning came 8 vols guess got old bad batch nothing but duracell would not recommend battery
10386,0,worst battery i've ever purchased battery worst battery i've ever purchased disbelieve quickly died put 2 small 4 tall portable night light kiss both night light became dim overnight battery replaced after 2 night night light even serve purpose i've since put battery thing around house not impressed i'll stick buying battery costo future
10387,0,worst ever no battery life avoid worst battery ever short life every item used one example but similar device battery operated clock need battery changed every 3 year need change every three month never purchase
10388,0,worthless horrible barely last week remote control
10389,0,can't connect unable connect wife product tried follow instruction no avail useless expensive item sitting table
10390,0,didn't work review not valid due device not work would put upgrade echo instead tap
10391,0,not good product hard use doe not support guam online instruction not clear
10392,0,sound quality horrible tin sounding no bass sound terrible bought bone sound link amazon dot hook
10393,0,terrible product bad voice quality speaker voice quality terrible compare similar size logitech boom price high even got promotion 79
10394,0,difficult figure spent time trying get sanctioning actually keeping product after couple day never getting understand follow command returned also kept trying sell product really didn‚it appreciate
10395,0,would not work properly could not get work properly put pp phone computer reached help responded still didn't work finally got frustrated returned
10396,0,cannot believe not included kindle amazon bidding want pay 19 99 item critical part sanctioning product outrageous find another iv charge
10397,0,not need bought thinking needed but didn wa waste money do hate waste money kindle hook regular cell phone charge come cable connect computer reason thought bought kindle
10398,0,pp option pathetic doe not let connect library disappointed
10399,0,dead thing lasted not even month before went dead going try take back
10400,0,disappointed never many issue kindle purchased clot slow shuts whenever want sd card moment read half time doe seems downloading delete ape kiss kindle add do stupid ha cracked never dropped isn't made well going return probably never buy another kindle horrible
10401,0,don't like hard download ape didn't care tablet downloading ape outside amazon wa really confusing
10402,0,hate not good hate never buy suck done
10403,0,horrible nothing but problem after month luckily could take back get credit kindle put towards pad started working fine after month started losing internet connection random old pad no problem stopped charging never got past 1 tried different outlet different andros charge nothing worthless
10404,0,horrible slow returning mine something different suggestion
10405,0,non functional horrible like 7 owned due warranty
10406,0,not impressed hard connect internet extremely slow load ape not many free ape like apple thing really like protection offer
10407,0,not impressed last 2 kindled last 2 model kindle 8 terrible purchased 2 model kindle last 2 model great last year replaced 7 8 time problem slot sd card defective gave bought newest model shuts completely try plug external speaker sometimes shuts no reason going back after first year going last year kindled unless make quality before honey
10408,0,not meet need not able play couture that's daughter like
10409,0,poor quality tablet brought tablet black friday sale fast forward christmas 6 year open wa happy set two day later crashed never came back blank screen wa disappointed wa
10410,0,terrible bought ebooks college not could not get ebook called school department could not either smelter wa already started sale representative store told needed ended buying tablet phone carrier ebooks right le 5 minute school department help
10411,0,terrible bought ebooks college not could not get ebook called school department could not either smelter wa already started sale representative store told needed ended buying tablet phone carrier ebooks right le 5 minute school department help
10412,0,terrible dont buy bought around black friday 60 hoping would awesome failed hard tried multiple different micro sd card none recognized yes formed every format could think fate fat fat even tried tablet do didn work make matter worse half ape wanted use weren pp store came find isn linked normal goose play store tablet ha pp store missing many common ape main reason bought wa play clash plan want pp store tried also use aftermarket play store play co but didn work launched played 1 time but didn work update after needle say returned bought 250 samson galaxy tax 10 1 2016 version pen wayyyyy better bottom line get pay also hint pen version ha extra 1 go ram non pen version get afford extra 50
10413,0,tablet not great mentioned touch loading content bad doesn't respond quickly slow
10414,0,unable use bought kindle fire 8 husband use neither one u able figure use every time open advertisement pop try button remove cannot get rotate puzzled complicated use navigable around returning pad much easier
10415,0,poor freeze frequently no way trouble shoot repair
10416,0,waste money slow response wait 5 see turn page frustration best buy say bad sad
10417,0,horrible battery life not upgrade mean three year old kindle outperformed oasis battery life better week light lowest setting magnetic connection poorly designed grows weak two piece keep unsnaps constantly amazon customer service promise resolved update
10418,0,not living expectation found device battery poor also didn't like device can't support screen share capability amazon fire smart to's
10419,0,amazon fire 7 tablet bad amazon turned tablet big advertising tool many ape dont work camera not good
10420,0,crashed after update first tablet wa kindle wa curious updated version disappointed
10421,0,disappointed thought buy child bc kiss mode but wa poor
10422,0,do not like tablet period do not like tablet one bit ha registered amazon function failed every time finally resort calling amazon's customer service also not easy task get registered seems pitch programming failed follow step get registered would highly recommend shipping tablet getting one not tied one company's operation programming software
10423,0,kindle operated proprietary ape daughter liked could not install basically wa worthless returned
10424,0,not good cheap wa not impressed never
10425,0,not impressed last 2 kindled last 2 model kindle 8 terrible purchased 2 model kindle last 2 model great last year replaced 7 8 time problem slot sd card defective gave bought newest model shuts completely try plug external speaker sometimes shuts no reason going back after first year going last year kindled unless make quality before honey
10426,0,not like andros tablet not like andros tablet bad way
10427,0,not greatest kiss purchased tablet 5 y ear old since kid friendly tablet limited something changed regarding port charge little area small bar keep bending point 5 month later broke course warranty ha ended tablet buy black friday 25 00 buck le price year long ha no tablet not sending someone else's sent back furnished disappointed
10428,0,poor quality tablet brought tablet black friday sale fast forward christmas 6 year open wa happy set two day later crashed never came back blank screen wa disappointed wa
10429,0,slow don't waste money bought 2 amazon fire tablet sale guy said great ran really fast fast internet thing barely thus along play game constantly stall freeze sound quality play music terrible wa planning buying one 9 niece nephew ran well but know wouldn't work horrible
10430,0,terrible bought ebooks college not could not get ebook called school department could not either smelter wa already started sale representative store told needed ended buying tablet phone carrier ebooks right le 5 minute school department help
10431,0,terrible returned wa poor reader clearly would not last
10432,0,worst fire tablet don't recommend buying after 1 month buying won't charge turn
10433,0,worst product bought product 4 month back slow can't open pp 15 second different others can't get normal ape easily one thing say slow slow slow performance don't know replace need help best buy people don't know whether got defective piece actual performance
10434,0,horrible battery life not upgrade mean three year old kindle outperformed oasis battery life better week light lowest setting magnetic connection poorly designed grows weak two piece keep unsnaps constantly amazon customer service promise resolved update
10435,0,worst device amazon ha produced past year purchased kindle fire various family member workmanship kindled abysmal two week ago kindle fire shouted replaced amazon fire 10 1 device doe not hold charge three half hour read correctly using daily basis time need charged doe repeat performance absolutely no way ever purchase device manufactured amazon ever tell like want terrible device performance opt amazon product need reliable device look manufacturer option need
10436,0,doesn't work th kindle worst far random lock require start do anything i've probably do dozen time last week going back they'll take
10437,0,return week tablet shut never turned back after week purchasing return stock exchange annoying
10438,0,return week tablet shut never turned back after week purchasing return stock exchange annoying
10439,0,horrible pop constantly make u almost unable kiss
10440,0,no pad owned product long remember not level
10441,0,kiss need credit card bought young son warranty required credit card stored account turn parental control block feature like area ridiculous set ever
10442,0,unit failed amazon not support product le 6 month shut unexpectedly would not start contracted amazon help could give wa hold power button 40 second not work wa told buy new one quality product measured warranty support product come little warranty
10443,0,waste money waste money tube doe not work tablet everything old tablet doe not work new one going back old one sending back
10444,0,crashed after update first tablet wa kindle wa curious updated version disappointed
10445,0,disappointed thought buy child bc kiss mode but wa poor
10446,0,not like andros tablet not like andros tablet bad way
10447,0,not greatest kiss purchased tablet 5 y ear old since kid friendly tablet limited something changed regarding port charge little area small bar keep bending point 5 month later broke course warranty ha ended tablet buy black friday 25 00 buck le price year long ha no tablet not sending someone else's sent back furnished disappointed
10448,0,terrible returned wa poor reader clearly would not last
10449,0,worst product bought product 4 month back slow can't open pp 15 second different others can't get normal ape easily one thing say slow slow slow performance don't know replace need help best buy people don't know whether got defective piece actual performance
10450,0,amazon fire 7 tablet bad amazon turned tablet big advertising tool many ape dont work camera not good
10451,0,crashed after update first tablet wa kindle wa curious updated version disappointed
10452,0,disappointed thought buy child bc kiss mode but wa poor
10453,0,do not like tablet period do not like tablet one bit ha registered amazon function failed every time finally resort calling amazon's customer service also not easy task get registered seems pitch programming failed follow step get registered would highly recommend shipping tablet getting one not tied one company's operation programming software
10454,0,not good cheap wa not impressed never
10455,0,not like andros tablet not like andros tablet bad way
10456,0,not greatest kiss purchased tablet 5 y ear old since kid friendly tablet limited something changed regarding port charge little area small bar keep bending point 5 month later broke course warranty ha ended tablet buy black friday 25 00 buck le price year long ha no tablet not sending someone else's sent back furnished disappointed
10457,0,slow don't waste money bought 2 amazon fire tablet sale guy said great ran really fast fast internet thing barely thus along play game constantly stall freeze sound quality play music terrible wa planning buying one 9 niece nephew ran well but know wouldn't work horrible
10458,0,terrible returned wa poor reader clearly would not last
10459,0,worst fire tablet don't recommend buying after 1 month buying won't charge turn
10460,0,worst product bought product 4 month back slow can't open pp 15 second different others can't get normal ape easily one thing say slow slow slow performance don't know replace need help best buy people don't know whether got defective piece actual performance
10461,0,horrible battery life not upgrade mean three year old kindle outperformed oasis battery life better week light lowest setting magnetic connection poorly designed grows weak two piece keep unsnaps constantly amazon customer service promise resolved update
10462,0,bad product everything locked amazon no incompatibility goose play store lot game child play play store product bad locked amazon service
10463,0,don't like hard download ape didn't care tablet downloading ape outside amazon wa really confusing
10464,0,horrible bought daughter 3 can't even use not kid friendly incredibly slow freeze often doe not seem work without wife like supposed also wa supposed come year free amazon free time charged every month requires put card number before initial use keep calling amazon foreign people can't seem figure problem don't buy
10465,0,horrible slow returning mine something different suggestion
10466,0,not impressed hard connect internet extremely slow load ape not many free ape like apple thing really like protection offer
10467,0,not meet need not able play couture that's daughter like
10468,0,tablet not great mentioned touch loading content bad doesn't respond quickly slow
10469,0,not impressed last 2 kindled last 2 model kindle 8 terrible purchased 2 model kindle last 2 model great last year replaced 7 8 time problem slot sd card defective gave bought newest model shuts completely try plug external speaker sometimes shuts no reason going back after first year going last year kindled unless make quality before honey
10470,0,terrible bought ebooks college not could not get ebook called school department could not either smelter wa already started sale representative store told needed ended buying tablet phone carrier ebooks right le 5 minute school department help
10471,0,don't like hard download ape didn't care tablet downloading ape outside amazon wa really confusing
10472,0,hate used kindle fire love no light read dark hard navigable wa gift would never purchase
10473,0,horrible slow returning mine something different suggestion
10474,0,not impressed hard connect internet extremely slow load ape not many free ape like apple thing really like protection offer
10475,0,not meet need not able play couture that's daughter like
10476,0,tablet not great mentioned touch loading content bad doesn't respond quickly slow
10477,0,terrified garage terrified garage lesson learned paying attention review fire box remote wa package like new even included new battery after plugging would show amazon log 'unknown boot' screen cycle power several time even tried rest using remote button no dice read negative review before purchased chose take chance i'm angry but disappointed amazon even suggesting refurbished let alone terrified mean something
10478,0,pp option pathetic doe not let connect library disappointed
10479,0,dead thing lasted not even month before went dead going try take back
10480,0,hate not good hate never buy suck done
10481,0,non functional horrible like 7 owned due warranty
10482,0,poor charging prior using device decided charge 100 wa shocked find take 6 hour unless lot time don't buy device
10483,0,terrible dont buy bought around black friday 60 hoping would awesome failed hard tried multiple different micro sd card none recognized yes formed every format could think fate fat fat even tried tablet do didn work make matter worse half ape wanted use weren pp store came find isn linked normal goose play store tablet ha pp store missing many common ape main reason bought wa play clash plan want pp store tried also use aftermarket play store play co but didn work launched played 1 time but didn work update after needle say returned bought 250 samson galaxy tax 10 1 2016 version pen wayyyyy better bottom line get pay also hint pen version ha extra 1 go ram non pen version get afford extra 50
10484,0,unable use bought kindle fire 8 husband use neither one u able figure use every time open advertisement pop try button remove cannot get rotate puzzled complicated use navigable around returning pad much easier
10485,0,poor freeze frequently no way trouble shoot repair
10486,0,pas waited couple month review giving amazon time make product equal sonya dash nearly decade ago isn't screen provides nothing value can't turn amazon tip near zero customization can't even move clock side screen something sonya dash nearly 10 year ago candor prime music alarm seriously biggest fail run away half baked amazon disaster
10487,0,c bad c really bad product doe not catch voice properly
10488,0,useless screen pay worthless except regular echo poor excuse video chat love echo device bathroom pool kitchen place may need hand free voice activate music wife bought 'newest hottest' thing wa skeptically but thought would use help project area find video f450 drone area couture not available amazon won't directly sell come product couture won't play echo show testing show video call limited phone andros ape video useful thing voice function echo dot perform unless want make video call check weather device move no 3 foot outlet
10489,0,le useless doesn‚it work cloudcam le useless doe not work amazon cloudcam purchased best buy allow monitor two cloud came kitchen teach navvy numerous area device but unable get work tried installing enabling amazon cloudcam skill made sure no new updated show show automatically updated first plugged final straw wa teach support rep told can‚it use show cloudcam‚and wa unable connect someone could actually solve problem useless no help le useless actually make work echo show le useless
10490,0,le useless doesn‚it work cloudcam le useless doe not work amazon cloudcam purchased best buy allow monitor two cloud came kitchen teach navvy numerous area device but unable get work tried installing enabling amazon cloudcam skill made sure no new updated show show automatically updated first plugged final straw wa teach support rep told can‚it use show cloudcam‚and wa unable connect someone could actually solve problem useless no help le useless actually make work echo show le useless
10491,0,returned returned product cause not like really no use
10492,0,worst product bought product 4 month back slow can't open pp 15 second different others can't get normal ape easily one thing say slow slow slow performance don't know replace need help best buy people don't know whether got defective piece actual performance
10493,0,not impressed last 2 kindled last 2 model kindle 8 terrible purchased 2 model kindle last 2 model great last year replaced 7 8 time problem slot sd card defective gave bought newest model shuts completely try plug external speaker sometimes shuts no reason going back after first year going last year kindled unless make quality before honey
10494,0,horrible slow returning mine something different suggestion
10495,0,tablet not great mentioned touch loading content bad doesn't respond quickly slow
10496,0,slow don't waste money bought 2 amazon fire tablet sale guy said great ran really fast fast internet thing barely thus along play game constantly stall freeze sound quality play music terrible wa planning buying one 9 niece nephew ran well but know wouldn't work horrible
10497,0,do not like tablet period do not like tablet one bit ha registered amazon function failed every time finally resort calling amazon's customer service also not easy task get registered seems pitch programming failed follow step get registered would highly recommend shipping tablet getting one not tied one company's operation programming software
10498,0,kindle operated proprietary ape daughter liked could not install basically wa worthless returned
10499,0,terrible bought ebooks college not could not get ebook called school department could not either smelter wa already started sale representative store told needed ended buying tablet phone carrier ebooks right le 5 minute school department help
10500,0,crashed after update first tablet wa kindle wa curious updated version disappointed
